locus_tag,gene,COG Class,COG category,prophage gene,strand,frame,start,stop,regulation,product,BKE#,RF_ErmR_LB37oC,nRF_ErmR_LB16oC,nRF_ErmR_glucose complete,nRF_ErmR_glucose+NH4+,nRF_ErmR_LB52oC,nRF_ErmR_LB22oC,nRF_ErmR_MC,nRF_ErmR_competence medium,nRF_ErmR_glucose+glutamine,nRF_ErmR_glucose+glutamate,nRF_ErmR_glucose+ornithine,nRF_ErmR_glucose+adenine,nRF_ErmR_glucose+malate+NH4+,nRF_ErmR_malate+NH4+,nRF_ErmR_pyruvate+NH4+,nRF_ErmR_fructose+NH4+,nRF_ErmR_glycerol+NH4+,nRF_ErmR_gluconate+NH4+,nRF_ErmR_succinate+glutamate,nRF_ErmR_glucose+nitrate,BKK#,RF_KanR_LB37oC,nRF_KanR_LB16oC,nRF_KanR_glucose complete,nRF_KanR_glucose+NH4+,nRF_KanR_LB52oC,nRF_KanR_LB22oC,nRF_KanR_glucose+glutamine,nRF_KanR_glucose+glutamate,nRF_KanR_glucose+ornithine,nRF_KanR_glucose+adenine,nRF_KanR_glucose+malate+NH4+,nRF_KanR_malate+NH4+,nRF_KanR_pyruvate+NH4+,nRF_KanR_fructose+NH4+,nRF_KanR_glycerol+NH4+,nRF_KanR_gluconate+NH4+,nRF_KanR_succinate+glutamate,nRF_KanR_glucose+nitrate
BSU29990,pbuO,F,nucleotide transport and metabolism, ,lagging,1,3068908,3070206,PurR_repress.,hypoxanthine/guanine permease,BKE29990,1.092855201,1.139195435,1.055877527,0.899744277,0.887517784,1.024580555,0.952866528,0.953493634,0.868343046,1.138195542,0.805571178,0.922765072,0.921012831,1.011740214,0.787859633,1.007125852,0.917021551,1.021582107,0.849479729,0.901662093,BKK29990,1.013101817,0.860197944,0.972216801,1.004739863,0.968808521,0.919254392,0.962117781,0.993412648,0.987119227,0.889670607,1.086797608,1.214394125,1.175198077,1.055249314,0.99667705,1.09861215,0.97610489,1.000488967
BSU30000,ythQ,U,"intracellular trafficking, secretion, and vesicular transport ", ,leading,-1,3070246,3071403,SigW.,putative ABC transporter (permease),BKE30000,0.944549914,1.175091794,0.880891646,1.014087592,1.091911903,1.12717531,1.056206399,1.029070711,0.967139568,1.128065864,1.057375528,1.189893543,0.964833604,0.969445058,1.134808046,1.00526341,0.297863088,1.103130967,1.056350102,0.874887337,BKK30000,1.019043601,0.90568487,0.954054339,0.965799353,0.867285519,0.834882604,0.99792785,0.917888051,0.899449406,1.06044767,0.969376889,0.958547581,1.105513331,1.05282718,0.846844945,1.021611571,1.013242529,1.045090125
BSU30010,ythP,,, ,leading,-1,3071400,3072110,SigW.,putative ABC transporter (ATP-binding protein),BKE30010,1.175647951,0.834075126,1.147306421,0.829599337,0.922351717,0.878489159,0.932076654,1.04606365,0.820139196,0.82262416,0.851404545,0.828370039,0.996097008,0.89918127,0.772208593,0.770623378,0.685225839,0.81529073,0.843909461,0.871337003,BKK30010,1.273436224,0.824923255,1.159984986,0.87926748,0.994321472,0.74949512,0.889566512,0.882064426,0.884423058,0.826410593,1.039749667,0.922177861,0.826777181,0.80403509,0.725469031,0.873352927,0.848126727,0.770642902
BSU30020,ytzE,K,transcription, ,lagging,1,3072401,3072622,..,putative transcriptional regulator (DeoR family),BKE30020,1.252194529,0.741792449,1.158881465,0.787863422,0.963564722,0.967987743,0.992646049,1.047869534,0.744287073,0.806373826,0.71119685,0.71866853,0.8578232,0.869890587,0.690704485,0.581877225,0.836393817,0.733394332,0.731354859,0.693410748,BKK30020,1.270190643,0.842166106,1.119943577,0.511873212,1.197534731,0.681393762,0.79388884,0.589539833,0.632070377,0.590762619,0.851516218,0.86559036,0.609028892,0.560736135,0.406053579,0.645439067,0.704923254,0.551649865
BSU30035,ytzG,,, ,leading,-1,3072743,3073462,..,putative 16S pseudouridylate synthase,BKE30035,1.106313235,0.710540401,1.031487483,0.939174147,0.903244994,1.138673755,0.993241786,1.06116279,0.774778306,0.843618085,0.850471171,0.977750178,0.938625937,0.927370544,0.766058992,0.889454361,0.659468733,1.031374504,0.765313185,0.877943435,BKK30035,1.113983601,0.872569649,1.179173168,0.843789313,1.042511665,0.818150406,0.862565481,0.906630566,0.907524101,0.804591515,0.973679677,1.008391405,0.962295286,0.731709517,0.752194364,0.911742347,0.962718722,0.848533374
BSU30050,ytgP,M,cell wall/membrane/envelope biogenesis, ,leading,-1,3073531,3075165,..,protein involved in polysaccharide biosynthesis,BKE30050,0.804658599,0.977488245,0.977578464,1.022096878,1.104689888,0.800529339,1.109781498,1.065041613,1.342411699,1.113872299,1.426030317,1.291232332,0.90963665,0.981888581,1.096047004,1.123673965,0.137518318,0.924495665,1.270199302,1.288263924,BKK30050,0.864792755,0.934153012,0.987278338,0.978378509,0.974885202,0.969310754,1.090258106,1.145495815,1.03963047,0.984608325,0.978732006,1.101865787,1.044777785,1.169783715,1.092027631,1.044137799,1.271742206,1.145069715
BSU30060,ytfP,R,general function prediction only , ,lagging,1,3075367,3076629,..,putative NAD(FAD) dehydrogenase,BKE30060,1.231491086,0.809998493,1.05200137,0.864480196,0.840798143,1.064412997,0.862952531,0.860883958,0.763299765,0.791812628,0.710358536,0.866807579,0.88843122,0.827206213,0.768423252,0.73927017,0.868594871,0.766776878,0.70597001,0.81022444,BKK30060,1.209124951,0.099832789,1.200394403,0.762413223,0.766859724,0.510074995,0.893883265,0.664779568,0.844702927,0.586812952,0.765390234,0.677773026,0.561574808,0.608374089,0.591401323,0.537428581,0.461385865,0.439307069
BSU30070,opuD,VE,defense mechanismsamino acid transport and metabolism , ,lagging,1,3076818,3078356,..,glycine betaine transporter,BKE30070,0.863653015,1.119196948,1.033912469,1.217057277,1.022449217,1.057300998,1.169548442,1.215613428,1.064300983,1.094937718,0.980483119,0.788514718,1.248591782,1.172848812,0.995905721,0.995242322,1.043719612,1.143626851,1.111380644,1.17889465,BKK30070,1.154730085,0.87371682,0.959274922,0.853755769,1.033140218,0.999342653,0.928249224,0.827258746,0.959415149,0.822394254,0.85112799,0.909139831,0.864316034,0.779611416,0.790367488,0.853829992,0.87602201,0.834106756
BSU30080,yteV,,, ,leading,-1,3078393,3078575,SigE.,conserved hypothetical protein,BKE30080,1.06769329,0.75681914,1.006621502,0.966666929,0.991586184,1.065207164,0.980581147,0.965385526,0.97358958,0.9384435,0.930827984,0.973324602,0.967366653,0.931582938,0.90518455,0.966659026,0.991917275,1.119790449,0.866140865,0.97339544,BKK30080,1.053719434,1.106658934,1.147808284,0.924525704,0.938004543,1.022729408,1.032829763,0.974710726,0.943126708,0.939285504,0.885093513,0.949364022,0.929229151,0.901886117,0.94256369,0.932962776,0.975485856,0.860925874
BSU30090,yteU,S,function unknown, ,leading,-1,3078643,3079311,..,putative membrane enzyme for rhamnogalaturonan degradation,BKE30090,0.891966563,1.148466995,0.96170206,1.061443935,1.157250573,1.307556715,1.123900088,1.015795966,1.422068228,1.212832517,1.321081012,1.420744807,1.203288446,1.233761865,1.265133313,1.355045194,1.126412488,1.151320045,1.322129885,1.304731489,BKK30090,0.957701139,1.089143926,1.046985957,0.993932505,1.079955922,1.08652492,1.080674423,1.087645315,1.046536195,0.88290112,1.009954756,1.047183376,0.982629107,1.031286973,1.146334453,1.117780959,1.252117373,1.014432659
BSU30100,yteT,R,general function prediction only , ,leading,-1,3079333,3080619,..,putative dehydrogenase of rhamnogalaturonan degradation,BKE30100,0.997503537,0.913717979,0.980186984,0.9862383,1.111153982,1.241411073,1.046130841,1.062701498,1.087612213,0.86018805,1.055756379,1.114431597,0.989871577,0.889249202,1.009293463,1.00547848,1.000666548,1.126893488,1.000394092,1.102113031,BKK30100,1.109134512,0.893428402,1.132495836,1.111188818,0.969434774,0.949387925,1.061402131,0.945796321,0.869804184,0.925201476,1.27506792,1.064686145,1.044512041,1.064371094,0.973986375,1.011080419,0.969557003,0.939338023
BSU30110,yteS,,, ,leading,-1,3080631,3081134,..,putative lipoprotein required for rhamnogalaturonan degradation,BKE30110,0.925237405,1.213966631,1.05550541,1.077503917,1.102220041,1.072092268,1.110914145,0.97222523,1.376598442,1.18220338,1.223314213,1.352636685,1.180122695,1.271137658,1.166072569,1.162052337,0.551229904,0.932534736,1.237074779,1.252574078,BKK30110,0.959798119,1.302754255,1.077708755,1.012929475,1.030828467,1.070296671,1.053748633,1.081603208,1.093637211,1.006973222,1.051846525,1.032616064,0.982188188,0.979441754,1.000362344,1.024227565,1.201289532,0.939494501
BSU30120,yteR,G,carbohydrate transport and metabolism, ,leading,-1,3081131,3082252,..,unsaturated rhamnogalacturonyl hydrolase,BKE30120,1.010052947,0.877551125,0.937456555,1.00551191,1.087959416,1.054340506,0.990131215,1.051598229,1.152772188,0.985636575,1.085598401,1.036959603,0.949179566,1.021460332,1.069944327,0.933132093,0.74451945,0.913973567,1.122382787,1.101090542,BKK30120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSU30135,yteP,G,carbohydrate transport and metabolism, ,leading,-1,3082260,3083225,..,putative permease,BKE30135,1.132426969,0.706629917,0.968540103,0.867680966,0.858765658,0.801081526,0.927710102,1.137826711,0.831339594,1.016260085,1.036782062,1.054401192,1.032906023,0.858206949,1.060104392,0.817688484,0.733906945,0.951396729,1.108198818,0.886152544,BKK30135,0.972793184,1.031959098,0.948880692,1.06722973,0.980839749,0.758344336,0.904523005,0.951172823,0.873833858,0.752891344,1.002752614,0.997960368,0.947300726,0.707804883,0.688210559,1.002027302,0.827736275,0.955597546
BSU30150,ytdP,T,signal transduction mechanisms , ,lagging,1,3083441,3085759,..,putative membrane bound transcriptional regulator (AraC/XylS family),BKE30150,1.034495702,0.932879648,0.945919619,1.004780918,1.112149239,1.085131392,1.061408324,1.038573842,1.154990599,0.937260653,1.013100669,0.984074749,0.950018694,0.916539955,1.045953889,0.977395838,0.83495956,0.973043555,1.133969535,1.036353013,BKK30150,1.135839942,1.031763453,1.231459604,0.934643045,1.010642771,0.986153421,1.039927098,0.900165711,0.978268076,0.847409449,0.936118949,0.950605929,1.115341425,0.907764077,0.850822195,0.953460135,0.926144692,0.875498601
BSU30160,ytcQ,G,carbohydrate transport and metabolism, ,leading,-1,3085800,3087296,..,putative ABC transporter (binding lipoprotein),BKE30160,1.009309348,1.315364591,1.034689885,1.003512219,0.991254967,1.025390031,1.089173066,0.899954163,1.26228353,1.068920549,1.172907536,1.202646903,1.11320296,1.156923827,1.145966234,0.986783982,0.616884572,0.97671577,1.177868625,1.21758466,BKK30160,0.899276816,1.209927575,1.053868421,1.033971161,1.173115372,1.10934159,1.138887941,1.046731505,0.981063757,0.97907228,1.060271008,1.123895428,0.962988599,1.06967994,1.108673048,1.012442429,1.211550974,0.912029584
BSU30170,ytcP,G,carbohydrate transport and metabolism, ,leading,-1,3087321,3088181,..,putative ABC transporter (permease),BKE30170,0.980581825,1.236964319,1.054477553,1.078171018,1.048479256,1.066673178,1.235232435,1.134315231,1.29937753,1.123404826,1.241441011,1.211122357,1.103672867,1.209326069,1.186475236,1.115098668,1.293155844,1.024290194,1.228507689,1.299516544,BKK30170,0.959743818,1.167398092,1.019244881,1.024179142,0.98392189,1.035295104,1.058477258,1.00564316,1.008521973,1.00278312,0.978125926,0.965955004,1.011430533,1.083891649,1.176337237,0.898062181,1.116141228,0.953742883
BSU30180,ytbQ,R,general function prediction only , ,leading,-1,3088388,3089149,BirA_repress.,putative nucleoside-diphosphate-sugar epimerase,BKE30180,1.040420621,1.043525605,1.115733752,0.956720128,1.005308978,0.953019466,0.989235909,1.158419963,1.079248625,0.780811294,0.943242863,0.968294021,1.031604731,0.959013787,1.028123648,0.934561518,1.309545098,0.904180681,1.123219602,1.061948552,BKK30180,1.046391231,1.00119455,1.133339376,0.949238595,1.054674957,0.942401515,1.03578007,0.891714398,0.9872006,0.849945535,0.856872153,0.943107687,0.990304092,0.891553984,0.884538304,0.930698557,1.016014559,0.868112506
BSU30190,bioI,H,coenzyme transport and metabolism, ,leading,-1,3089226,3090413,BirA_repress.,cytochrome P450 for pimelic acid formation for biotin biosynthesis,BKE30190,1.090692705,0.957144291,1.063560326,0.824131022,0.931905787,0.822615237,0.99285783,1.124380114,0.844678916,0.768129615,0.794237015,0.769410773,1.051783551,0.935486041,0.816999033,0.808796896,0.750428137,0.797516557,0.883816291,0.929681102,BKK30190,1.083816524,1.028201396,1.083939252,0.910574128,1.137196646,0.887816875,0.951320465,0.848714187,0.936534373,0.741567178,1.127170268,0.920551047,0.825907464,0.864876398,0.730071327,0.80202156,0.924954464,0.777761156
BSU30200,bioB,H,coenzyme transport and metabolism, ,leading,-1,3090482,3091489,BirA_repress.,biotin synthase,BKE30200,0.990304628,1.060226771,1.005679911,0.306412829,0.992244288,1.57122566,0.720240722,1.170410454,0.431668841,0.875757306,0.431176783,0.623132605,0.968179245,1.301354282,0.269019566,0.490219617,0.166217441,0.985326945,0.674822534,0.502608839,BKK30200,1.077013671,0.933859275,1.062315495,0.294462344,0.984748704,0.894629288,0.664528748,0.733239226,0.729786428,0.567039497,1.13655971,1.196016008,0.566807447,0.303067174,0.442381211,0.660280592,0.865849699,0.648351473
BSU30210,bioD,H,coenzyme transport and metabolism, ,leading,-1,3091492,3092187,BirA_repress.,dethiobiotin synthetase,BKE30210,0.961515215,0.86141599,0.916099719,0.877663683,0.920750496,1.228343403,0.83366185,0.96063463,0.778912804,1.027270829,0.639498243,0.984523542,0.925873714,0.876758028,0.674405914,0.867747344,0.842342494,1.173683192,0.864604055,0.964391204,BKK30210,0.942765431,1.408544898,1.124005874,0.94599965,0.881854017,0.988424936,1.106371135,1.003271725,0.888907563,0.983608262,0.836718647,0.911178615,0.770566984,0.674757508,0.79464538,0.689028471,0.907105241,0.644523838
BSU30220,bioF,H,coenzyme transport and metabolism, ,leading,-1,3092184,3093353,BirA_repress.,8-amino-7-oxononanoate synthase,BKE30220,0.992445238,1.011868125,0.903034688,0.935225998,1.024099926,1.097063072,0.861424537,1.046532615,0.897464855,1.031182606,0.797522969,1.041201997,0.975474508,1.013806835,0.849852891,1.014359153,1.1166163,1.162617237,0.964647825,1.107165441,BKK30220,1.028738855,1.088956768,1.044026339,0.884755586,0.886095796,1.042767827,1.021637744,1.017496813,0.94029264,0.97603802,0.903854196,1.005476619,0.978342932,0.964915316,1.055647748,1.074892059,1.019192972,1.004731798
BSU30230,bioK,H,coenzyme transport and metabolism, ,leading,-1,3093343,3094689,BirA_repress.,lysine-8-amino-7-oxononanoate aminotransferase,BKE30230,0.80510104,1.609615915,1.068795722,1.187484601,1.000673091,1.524213596,0.910293392,1.275547907,0.827624196,1.304013536,0.721900789,0.747491903,0,0,0.744583473,1.244857616,0.621110518,1.23308989,0.97544711,0.975266391,BKK30230,1.042029857,0.765853787,0.881002215,0.779090819,1.158774158,0.811549944,0.817265535,0.917708967,0.879059255,0.692088172,0.95270973,1.0546911,0.942795221,0.831302998,0.974458522,1.037570236,0.867705924,0.966225152
BSU30240,bioW,H,coenzyme transport and metabolism, ,leading,-1,3094679,3095455,BirA_repress.,6-carboxyhexanoate-CoA ligase (pimeloyl-CoA synthase),BKE30240,0.981424193,0.90262988,0.913756079,0.992036962,1.04917522,1.072764032,0.92352135,0.949832217,0.97289677,0.972568523,0.911112866,1.028304439,0.87064301,0.968373031,0.981012205,0.976958448,1.174575932,1.128261437,0.944723845,1.148347958,BKK30240,0.927463454,1.264278211,0.983472951,0.886656242,0.860277418,1.200148669,1.074122291,0.97523314,0.852698603,0.993657685,0.694531696,0.821941021,0.844145456,0.838384667,0.86233721,1.018138774,0.9264423,1.46526648
BSU30250,ytaP,R,general function prediction only , ,leading,-1,3095665,3096564,..,putative hydrolase,BKE30250,1.027376639,0.94330038,0.834890655,1.047329171,1.063243313,0.969906348,1.00223094,1.067316499,1.199996046,1.034676592,1.07818676,1.074573564,0.895194644,1.000176622,1.145601786,0.963695638,0.87673442,1.077014027,1.069400683,1.179431069,BKK30250,1.045213458,0.953855207,1.088169692,1.337555201,1.036544326,1.043437905,1.270912108,1.06766602,1.058289442,1.134443092,1.570235641,1.255152102,1.129905247,1.230980872,1.263519625,1.14327027,1.101133612,1.142469838
BSU30260,msmR,K,transcription, ,lagging,1,3096782,3097816,CcpA_repress.,transcriptional regulator (LacI family),BKE30260,0.985666215,1.273396132,0.945873577,1.07056205,1.168959536,1.016120397,1.060734951,1.178405748,1.180948521,0.719214095,1.160143991,1.047157849,0.952464319,1.030235043,1.171459913,1.07587218,1.368686678,1.024673299,1.206738507,1.249132453,BKK30260,1.035218639,1.208319924,1.071581453,0.955633317,0.792217115,1.085732002,1.026960081,0.923898508,0.996418682,0.923641211,0.991560832,0.856544786,1.033087609,0.818110517,0.889477981,1.075140068,0.758341171,0.969345262
BSU30270,msmE,G,carbohydrate transport and metabolism, ,lagging,1,3097850,3099130,CcpA_repress.,multiple sugar-binding lipoprotein,BKE30270,1.07003436,0.860548281,0.942379462,0.929136679,0.860738071,0.837353808,0.939463173,0.880406694,0.988109896,1.006053024,0.881975415,1.025975554,0.886945892,0.91662018,0.899564269,0.93430714,1.260418621,0.868152529,0.997965801,1.113552585,BKK30270,0.875296135,1.111475087,0.963836868,1.230394997,1.000103913,1.208841783,1.200206472,1.216571853,1.089944661,1.065117569,1.061536785,1.127169571,1.134245981,1.059381538,1.178004972,0.974678289,1.169815621,1.082830368
BSU30280,amyD,G,carbohydrate transport and metabolism, ,lagging,1,3099123,3100034,CcpA_repress.,carbohydrate ABC transporter (permease),BKE30280,1.096542293,0.945003095,0.96465858,0.880279622,0.893023665,0.933914872,0.821086829,0.951066565,0.861846192,0.877600664,0.781142051,0.921560218,0.857654009,0.899923883,0.742734476,0.982139241,1.157714823,0.836078744,0.858347222,0.913168577,BKK30280,1.010037942,0.927325629,1.004244766,1.019718304,1.036699816,1.12857781,1.089830737,1.117713154,1.038337715,0.990262813,1.08485906,1.179958164,1.235872329,1.154616804,1.011425676,1.14340259,1.121794875,1.160027793
BSU30290,amyC,G,carbohydrate transport and metabolism, ,lagging,1,3100031,3100861,CcpA_repress.,maltose and multiple sugars ABC transporter (permease),BKE30290,0.931298283,0.949850578,0.938225986,1.029138715,1.080929374,1.074115337,1.003839719,0.909237394,0.930511707,1.2391087,1.079429142,1.149163694,0.946498679,1.001533363,1.2190585,1.09376644,1.173659312,1.238575263,1.055567584,1.025972291,BKK30290,1.028346219,0.933731584,0.962241018,1.125040394,1.162936205,0.860713411,0.981505517,0.963867215,0.90446326,1.062633711,1.04870605,0.972482305,0.97886214,1.111698126,0.850069661,1.067118648,0.913989643,1.230243708
BSU30300,melA,G,carbohydrate transport and metabolism, ,lagging,1,3100881,3102179,CcpA_repress.,alpha-D-galactoside galactohydrolase,BKE30300,0.942977155,1.113839224,0.957747238,1.032758787,1.12594189,1.139134547,1.071212245,1.179514457,1.247276692,1.036949516,1.171326414,1.091086626,1.134653429,1.134354826,1.153366532,1.041914063,1.151776262,1.069662599,1.244938618,1.08200205,BKK30300,1.059737264,1.086649747,1.007695922,0.901071048,0.863919204,0.90848018,1.015206398,0.9189718,0.981318315,0.89325494,0.772975709,0.910707046,0.93320946,0.848622167,0.886266716,0.928971771,0.983637483,0.85384031
BSU30310,ytwF,P,inorganic ion transport and metabolism, ,leading,-1,3102201,3102512,..,putative sulfur transferase,BKE30310,1.031500421,1.026369116,0.960886697,0.931302135,0.970366605,0.999290275,1.083508454,1.157100078,1.028784817,0.979821932,1.001528735,0.912879803,1.105473811,1.094497198,0.994491022,0.977894497,1.174911327,0.946143749,1.048515589,0.994754606,BKK30310,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
BSU30330,ytvB,,, ,leading,-1,3105470,3105805,..,putative conserved membrane protein,BKE30330,0.895284276,1.005163353,0.87600289,0.953615832,1.036464573,1.136403182,0.954358128,1.032741137,0.938856306,1.050597809,0.954734231,1.092882317,1.060045285,1.173764269,0.970420358,1.039039826,0.475612605,1.218813519,0.990912522,1.081450511,BKK30330,0.980493773,0.88553577,1.013558322,1.009184655,1.047105864,0.980009494,0.969008002,0.954779637,0.963836705,0.99085276,1.040671555,1.065460462,0.982084367,0.995531661,0.901251779,1.013469449,0.997388542,0.881310154
BSU30340,ytvA,T,signal transduction mechanisms , ,lagging,1,3106210,3106995,Spx_act.,blue light GTP-binding receptor,BKE30340,0.808829939,1.505609348,0.923447369,1.192366314,1.039680512,1.202661544,1.081845291,1.178728259,1.058584057,0.924281113,1.187795192,1.181621751,1.111524014,1.137232541,1.158905318,1.094543882,0.894576541,1.074281361,1.05253811,1.235708955,BKK30340,0.928983468,0.957396353,0.938636897,1.062137917,0.92481135,1.060972877,1.024881813,1.092546826,0.996565674,1.078942225,0.953535861,1.04284864,1.074070994,0.954588867,0.978141438,1.057266753,1.128221226,0.978178693
BSU30350,yttB,,, ,leading,-1,3107232,3108425,..,putative efflux transporter,BKE30350,0.862438063,0.997901794,0.996821831,1.169196344,1.12201781,0.944106559,1.001082818,0.986751991,1.239231845,1.223819883,1.239088418,1.331033662,1.092465035,1.201900386,1.16812793,1.267609475,0.463640258,1.218478221,1.337646527,1.285793719,BKK30350,0.959049152,1.156512561,0.981496516,0.951010335,1.021547594,1.02372751,0.997630034,1.075507827,1.062255029,0.924094257,1.055437137,1.099488303,1.101184494,1.190635752,1.119267522,1.134883907,1.098362521,1.092438985
BSU30360,yttA,,, ,lagging,1,3108614,3109360,TnrA_repress.,conserved hypothetical protein,BKE30360,0.904674331,1.196588983,0.91281933,1.038300806,1.081637242,1.058803766,1.08594276,1.170808176,1.098940995,1.122726602,1.125030109,1.145035668,1.171347056,1.107038153,1.160846897,1.195385608,0.907172086,1.199159067,1.098790946,1.354568642,BKK30360,1.036830391,1.013410369,1.139049494,0.930432179,0.887592199,1.077728059,1.011287009,0.982891929,0.958784127,1.12398935,0.991183286,0.986683518,0.94491274,0.976290976,1.065923163,1.013704163,0.993565706,1.016957255
BSU30370,bceB,V,defense mechanisms, ,leading,-1,3109397,3111337,BceR_act.,ABC transporter (permease),BKE30370,0.967886455,1.236720595,1.084642462,1.034188748,0.956253581,1.105557587,0.894465281,1.051520071,0.897279835,1.065238326,0.959787516,0.775024924,1.024614589,0.997559832,0.887571006,1.115957073,0.31373806,1.026736069,0.999535574,0.71433875,BKK30370,1.155565405,0.847823742,0.971490765,0.836104865,1.004928751,0.704930886,0.813698944,0.86414398,0.81741166,0.74501265,0.981659816,0.884207134,1.163719343,0.923366884,0.858587457,1.042790453,0.87152368,1.031666235
BSU30380,bceA,V,defense mechanisms, ,leading,-1,3111327,3112088,BceR_act.,bacitracin ABC efflux transporter (ATP-binding protein),BKE30380,0.992060069,1.352828244,1.048817718,0.958478161,1.045553577,0.999271982,1.072399233,0.967035988,1.184065412,1.077567207,1.156821179,1.231768308,1.077575889,1.153325005,1.123217348,1.12872197,0.418000552,0.913675176,1.232063094,1.271384983,BKK30380,0.999664166,1.034086773,0.979077364,0.962906072,1.051575783,1.186361807,1.038358781,1.027665848,1.17465437,1.044706219,1.005328215,0.990396868,1.028767709,1.119986414,1.118844483,1.082966488,1.198810832,1.042178211
BSU30390,bceS,T,signal transduction mechanisms , ,leading,-1,3112190,3113194,..,two-component sensor histidine kinase controlling resistance to antibiotics affecting the envelope [YtsA],BKE30390,0.954306957,1.411846183,1.097922658,1.068469889,0.959676719,1.16534887,1.078524004,0.983550068,1.245119164,1.164304097,1.140358382,1.320885561,1.160280632,1.227179708,1.154193009,1.141251951,1.393220545,1.004980786,1.245607982,1.267781353,BKK30390,1.067491848,1.090240265,1.039797487,1.009034299,0.895730205,1.081852784,0.921760625,1.012398247,1.211003626,0.922632006,0.893302537,0.980003164,0.953860374,0.944846021,0.985781322,1.022351234,1.055939793,0.985322308
BSU30400,bceR,K,transcription, ,leading,-1,3113187,3113882,..,two-component response regulator controlling resistance to antibiotics affecting the envelope [YtsB],BKE30400,0.989658598,1.001781421,0.951305269,1.03447112,1.055466771,0.899515758,0.987482937,1.07334453,1.130594085,0.92425721,1.088149393,0.962896152,0.838412761,1.023227929,1.149660171,0.962679584,1.200837552,1.118219925,1.007205016,1.256285719,BKK30400,1.067741225,1.025806037,1.015811095,0.945745624,1.007895448,1.124109037,1.060730177,0.998001434,1.036005679,1.14299023,0.928719619,0.988769151,0.972465431,0.99166338,1.18327034,1.052912099,0.937710592,1.172090528
BSU30410,ytrF,V,defense mechanisms, ,leading,-1,3113979,3115289,YtrA_repress.,metabolite permease,BKE30410,0.936077835,1.124484068,1.021486631,1.112257286,1.133465277,1.080098501,1.109373129,1.140785737,1.256242002,1.054497426,1.27096596,1.225992647,1.074900259,1.159245262,1.315553997,1.052492043,1.157690147,1.320097859,1.161703628,1.262177038,BKK30410,1.047390614,0.93207219,1.061033882,1.0476286,0.974298064,1.181864479,1.181848692,1.038320753,1.051059404,1.239303258,1.015751212,0.896930685,1.046399127,1.021574821,1.274151709,1.115582153,1.021090463,1.141421838
BSU30420,ytrE,V,defense mechanisms, ,leading,-1,3115279,3115974,YtrA_repress.,ABC transporter (ATP-binding protein),BKE30420,1.090673849,1.245862673,1.027829933,0.988965538,0.939379467,1.031892504,1.041868429,0.89465938,1.135833829,1.015186991,1.01877975,1.068741533,1.148715401,1.222743583,1.128800921,1.021690992,1.425958177,1.004470344,1.171865651,1.162665334,BKK30420,0.933277443,0.901458218,0.905920678,1.184359868,1.016604213,0.799392603,1.047963824,1.093127479,1.07192049,1.040989366,1.089695385,1.318898877,0.900613656,1.110274839,1.135800613,1.023427731,1.201644175,0.803284153
BSU30430,ytrD,,, ,leading,-1,3115989,3116966,YtrA_repress.,"ABC transporter, permease component",BKE30430,0.835888504,1.179552339,0.847392371,1.35844494,1.168692542,1.215335205,1.01161811,1.242016578,1.317497626,1.511192618,1.255294511,1.368695889,1.684346326,1.872971087,1.574884954,1.494273629,0.718087366,1.828717055,1.451354024,1.46302224,BKK30430,0.848556086,0.658818501,1.046887372,1.413269407,0.943666463,0.790026904,1.183138961,1.204183347,1.07895688,1.096428791,1.949870175,1.797713066,0.895052413,1.036929711,1.04449458,1.20377651,1.080715696,0.945418605
BSU30440,ytrC,,, ,leading,-1,3116996,3117982,YtrA_repress.,"ABC transporter, permease component",BKE30440,1.017532515,1.337962873,0.983272344,1.452397669,1.176573841,0.864661373,1.097194387,0.995291069,1.253561475,1.155473446,1.159929531,1.173116359,2.257988476,2.103841363,1.263993762,1.33740255,1.042583443,1.873377836,1.341927857,1.125991278,BKK30440,0.980577236,0.932837939,0.99499339,1.387561315,0.939599049,0.829111403,1.198847467,1.202852291,1.198260735,1.077217221,2.090555357,1.776829485,0.801432885,1.046129906,1.125325381,1.098668139,0.991927656,0.814340301
BSU30450,ytrB,V,defense mechanisms, ,leading,-1,3117976,3118854,YtrA_repress.,ABC transporter (ATP-binding protein),BKE30450,0.980937696,1.367265089,0.925537358,1.286026774,1.12519206,1.373740071,1.002327078,1.096755308,0.982474561,0.982472117,1.052231054,0.893817856,2.120723465,1.816783048,1.217904943,1.31144827,0.460281404,1.916973779,1.144678733,0.743856961,BKK30450,1.036102141,0.712395259,1.05374892,1.044561583,0.931191353,0.734375699,0.941104562,1.004606752,1.188007067,0.855897347,1.992193355,1.862827559,0.768437221,0.879753382,0.912902902,1.086106225,0.795017043,0.853095963
